id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,indeks_kesehatan,satuan,tahun,jumlah_kasus_ims,jumlah_balita_giziburuk,jumlah_bayi_giziburuk,persentase_keluhan_kesehatan
69,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.09,POIN,2012,,,,
70,32,JAWA BARAT,3216,KABUPATEN BEKASI,81.65,POIN,2012,,,,
71,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.3,POIN,2012,,,,
72,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,POIN,2012,,,,
73,32,JAWA BARAT,3271,KOTA BOGOR,80.86,POIN,2012,,,,
74,32,JAWA BARAT,3272,KOTA SUKABUMI,79.56,POIN,2012,,,,
75,32,JAWA BARAT,3273,KOTA BANDUNG,82.72,POIN,2012,,,,
76,32,JAWA BARAT,3274,KOTA CIREBON,79.53,POIN,2012,,,,
77,32,JAWA BARAT,3275,KOTA BEKASI,83.31,POIN,2012,,,,
78,32,JAWA BARAT,3276,KOTA DEPOK,82.93,POIN,2012,,,,
79,32,JAWA BARAT,3277,KOTA CIMAHI,82.38,POIN,2012,,,,
80,32,JAWA BARAT,3278,KOTA TASIKMALAYA,78.27,POIN,2012,,,,
81,32,JAWA BARAT,3279,KOTA BANJAR,77.11,POIN,2012,,,,
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,77.64,POIN,2013,,,,
83,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,76.46,POIN,2013,,,,
84,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75.45,POIN,2013,,,,
85,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.48,POIN,2013,,,,
86,32,JAWA BARAT,3205,KABUPATEN GARUT,77.64,POIN,2013,,,,
87,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,73.7,POIN,2013,,,,
88,32,JAWA BARAT,3207,KABUPATEN CIAMIS,77.37,POIN,2013,,,,
89,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,80.33,POIN,2013,,,,
90,32,JAWA BARAT,3209,KABUPATEN CIREBON,78.85,POIN,2013,,,,
91,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,74.76,POIN,2013,,,,
92,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,79.78,POIN,2013,,,,
93,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,77.31,POIN,2013,,,,
94,32,JAWA BARAT,3213,KABUPATEN SUBANG,78.76,POIN,2013,,,,
95,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,76.85,POIN,2013,,,,
96,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.14,POIN,2013,,,,
97,32,JAWA BARAT,3216,KABUPATEN BEKASI,81.74,POIN,2013,,,,
98,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.32,POIN,2013,,,,
99,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,76.61,POIN,2013,,,,
100,32,JAWA BARAT,3271,KOTA BOGOR,80.87,POIN,2013,,,,
101,32,JAWA BARAT,3272,KOTA SUKABUMI,79.61,POIN,2013,,,,
102,32,JAWA BARAT,3273,KOTA BANDUNG,82.75,POIN,2013,,,,
103,32,JAWA BARAT,3274,KOTA CIREBON,79.61,POIN,2013,,,,
104,32,JAWA BARAT,3275,KOTA BEKASI,83.34,POIN,2013,,,,
105,32,JAWA BARAT,3276,KOTA DEPOK,82.99,POIN,2013,,,,
106,32,JAWA BARAT,3277,KOTA CIMAHI,82.4,POIN,2013,,,,
107,32,JAWA BARAT,3278,KOTA TASIKMALAYA,78.36,POIN,2013,,,,
108,32,JAWA BARAT,3279,KOTA BANJAR,77.23,POIN,2013,,,,
109,32,JAWA BARAT,3201,KABUPATEN BOGOR,77.67,POIN,2014,,,,
110,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,76.51,POIN,2014,,,,
111,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75.51,POIN,2014,,,,
112,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.5,POIN,2014,,,,
113,32,JAWA BARAT,3205,KABUPATEN GARUT,77.67,POIN,2014,,,,
114,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,73.78,POIN,2014,,,,
115,32,JAWA BARAT,3207,KABUPATEN CIAMIS,77.45,POIN,2014,,,,
116,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,80.37,POIN,2014,,,,
117,32,JAWA BARAT,3209,KABUPATEN CIREBON,78.89,POIN,2014,,,,
118,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,74.86,POIN,2014,,,,
119,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,79.82,POIN,2014,,,,
120,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,77.37,POIN,2014,,,,
121,32,JAWA BARAT,3213,KABUPATEN SUBANG,78.79,POIN,2014,,,,
122,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,76.87,POIN,2014,,,,
123,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.16,POIN,2014,,,,
124,32,JAWA BARAT,3216,KABUPATEN BEKASI,81.79,POIN,2014,,,,
125,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.33,POIN,2014,,,,
126,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,76.68,POIN,2014,,,,
127,32,JAWA BARAT,3271,KOTA BOGOR,80.89,POIN,2014,,,,
128,32,JAWA BARAT,3272,KOTA SUKABUMI,79.63,POIN,2014,,,,
129,32,JAWA BARAT,3273,KOTA BANDUNG,82.76,POIN,2014,,,,
130,32,JAWA BARAT,3274,KOTA CIREBON,79.65,POIN,2014,,,,
131,32,JAWA BARAT,3275,KOTA BEKASI,83.36,POIN,2014,,,,
132,32,JAWA BARAT,3276,KOTA DEPOK,83.02,POIN,2014,,,,
133,32,JAWA BARAT,3277,KOTA CIMAHI,82.41,POIN,2014,,,,
134,32,JAWA BARAT,3278,KOTA TASIKMALAYA,78.41,POIN,2014,,,,
135,32,JAWA BARAT,3279,KOTA BANJAR,77.29,POIN,2014,,,,
136,32,JAWA BARAT,3201,KABUPATEN BOGOR,77.83,POIN,2015,,,,35.92
137,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,76.97,POIN,2015,,,,30.72
138,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75.82,POIN,2015,,,,27.52
139,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.65,POIN,2015,,,,23.61
140,32,JAWA BARAT,3205,KABUPATEN GARUT,77.98,POIN,2015,,,,34.23
141,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,74.4,POIN,2015,,,,27.62
142,32,JAWA BARAT,3207,KABUPATEN CIAMIS,78.06,POIN,2015,,,,25.41
143,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,80.99,POIN,2015,,,,33.67
144,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.04,POIN,2015,,,,26.59
145,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,75.47,POIN,2015,,,,36.46
146,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,79.86,POIN,2015,,,,32.83
147,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,77.83,POIN,2015,,,,19.34
148,32,JAWA BARAT,3213,KABUPATEN SUBANG,79.26,POIN,2015,,,,31.36
149,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,77.33,POIN,2015,,,,46.29
150,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.31,POIN,2015,,,,22.17
151,32,JAWA BARAT,3216,KABUPATEN BEKASI,81.82,POIN,2015,,,,21.65
152,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.64,POIN,2015,,,,18.05
153,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,77.3,POIN,2015,,,,34.82
154,32,JAWA BARAT,3271,KOTA BOGOR,81.35,POIN,2015,,,,26.99
155,32,JAWA BARAT,3272,KOTA SUKABUMI,79.79,POIN,2015,,,,27.82
156,32,JAWA BARAT,3273,KOTA BANDUNG,82.79,POIN,2015,,,,29.74
157,32,JAWA BARAT,3274,KOTA CIREBON,79.68,POIN,2015,,,,26.09
158,32,JAWA BARAT,3275,KOTA BEKASI,83.82,POIN,2015,,,,21.04
159,32,JAWA BARAT,3276,KOTA DEPOK,83.05,POIN,2015,,,,26.56
160,32,JAWA BARAT,3277,KOTA CIMAHI,82.44,POIN,2015,,,,25.21
161,32,JAWA BARAT,3278,KOTA TASIKMALAYA,78.87,POIN,2015,,,,30.19
162,32,JAWA BARAT,3279,KOTA BANJAR,77.32,POIN,2015,,,,29.32
163,32,JAWA BARAT,3201,KABUPATEN BOGOR,77.92,POIN,2016,,,98.0,30.28
164,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,77.14,POIN,2016,,,186.0,27.57
165,32,JAWA BARAT,3203,KABUPATEN CIANJUR,75.98,POIN,2016,,,323.0,27.75
166,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.69,POIN,2016,,,66.0,25.73
167,32,JAWA BARAT,3205,KABUPATEN GARUT,78.09,POIN,2016,,,143.0,29.14
168,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,74.68,POIN,2016,,,63.0,25.54
169,32,JAWA BARAT,3207,KABUPATEN CIAMIS,78.31,POIN,2016,,,120.0,30.34
170,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,81.17,POIN,2016,,,49.0,29.55
171,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.12,POIN,2016,,,182.0,35.06
172,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,75.72,POIN,2016,,,18.0,33.68
173,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,79.94,POIN,2016,,,44.0,30.78
174,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,78.03,POIN,2016,,,26.0,24.84
175,32,JAWA BARAT,3213,KABUPATEN SUBANG,79.4,POIN,2016,,,53.0,26.86
176,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,77.45,POIN,2016,,,100.0,37.05
177,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.38,POIN,2016,,,281.0,27.39
178,32,JAWA BARAT,3216,KABUPATEN BEKASI,81.91,POIN,2016,,,299.0,26.24
179,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.72,POIN,2016,,,37.0,24.37
180,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,77.54,POIN,2016,,,88.0,33.22
181,32,JAWA BARAT,3271,KOTA BOGOR,81.46,POIN,2016,,,57.0,25.97
182,32,JAWA BARAT,3272,KOTA SUKABUMI,79.85,POIN,2016,,,29.0,32.14
183,32,JAWA BARAT,3273,KOTA BANDUNG,82.83,POIN,2016,,,374.0,26.99
184,32,JAWA BARAT,3274,KOTA CIREBON,79.74,POIN,2016,,,43.0,33.11
185,32,JAWA BARAT,3275,KOTA BEKASI,83.92,POIN,2016,,,142.0,24.48
186,32,JAWA BARAT,3276,KOTA DEPOK,83.09,POIN,2016,,,85.0,29.39
187,32,JAWA BARAT,3277,KOTA CIMAHI,82.45,POIN,2016,,,42.0,25.64
188,32,JAWA BARAT,3278,KOTA TASIKMALAYA,79.03,POIN,2016,,,83.0,32.66
189,32,JAWA BARAT,3279,KOTA BANJAR,77.43,POIN,2016,,,1.0,33.78
190,32,JAWA BARAT,3201,KABUPATEN BOGOR,78.0,POIN,2017,,,3120.0,35.4
191,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,77.32,POIN,2017,,,2546.0,32.29
192,32,JAWA BARAT,3203,KABUPATEN CIANJUR,76.14,POIN,2017,,,1808.0,35.5
193,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.74,POIN,2017,,,611.0,27.17
194,32,JAWA BARAT,3205,KABUPATEN GARUT,78.22,POIN,2017,,,195.0,32.05
195,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,74.94,POIN,2017,,,1200.0,27.16
196,32,JAWA BARAT,3207,KABUPATEN CIAMIS,78.57,POIN,2017,,,212.0,30.79
197,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,81.35,POIN,2017,,,299.0,33.08
198,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.22,POIN,2017,,,1853.0,26.26
199,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,75.98,POIN,2017,,,333.0,32.92
200,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,80.0,POIN,2017,,,578.0,25.33
201,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,78.25,POIN,2017,,,585.0,23.82
202,32,JAWA BARAT,3213,KABUPATEN SUBANG,79.55,POIN,2017,,,504.0,27.88
203,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,77.57,POIN,2017,,,476.0,30.69
204,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.45,POIN,2017,,,501.0,23.61
205,32,JAWA BARAT,3216,KABUPATEN BEKASI,82.0,POIN,2017,,,294.0,18.49
206,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,79.8,POIN,2017,,,452.0,24.35
207,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,77.78,POIN,2017,,,69.0,49.84
208,32,JAWA BARAT,3271,KOTA BOGOR,81.55,POIN,2017,,,381.0,25.68
209,32,JAWA BARAT,3272,KOTA SUKABUMI,79.92,POIN,2017,,,115.0,29.26
210,32,JAWA BARAT,3273,KOTA BANDUNG,82.86,POIN,2017,,,224.0,33.34
211,32,JAWA BARAT,3274,KOTA CIREBON,79.78,POIN,2017,,,216.0,33.33
212,32,JAWA BARAT,3275,KOTA BEKASI,84.05,POIN,2017,,,586.0,24.04
213,32,JAWA BARAT,3276,KOTA DEPOK,83.14,POIN,2017,,,389.0,27.25
214,32,JAWA BARAT,3277,KOTA CIMAHI,82.48,POIN,2017,,,193.0,25.18
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,79.2,POIN,2017,,,463.0,31.07
216,32,JAWA BARAT,3279,KOTA BANJAR,77.52,POIN,2017,,,87.0,30.01
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,78.25,POIN,2018,,,79.0,34.28
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,77.68,POIN,2018,,,63.0,28.26
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,76.46,POIN,2018,,,182.0,37.62
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,81.94,POIN,2018,,,0.0,33.85
221,32,JAWA BARAT,3205,KABUPATEN GARUT,78.51,POIN,2018,,,78.0,37.34
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,75.32,POIN,2018,,,30.0,31.72
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,78.95,POIN,2018,,,106.0,30.84
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,81.71,POIN,2018,,,0.0,40.51
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.48,POIN,2018,,,306.0,35.36
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,76.43,POIN,2018,,,11.0,29.16
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,80.22,POIN,2018,,,51.0,30.7
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,78.63,POIN,2018,,,47.0,29.65
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,79.88,POIN,2018,,,5.0,23.31
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,77.86,POIN,2018,,,72.0,36.89
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.71,POIN,2018,,,0.0,23.05
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,82.2,POIN,2018,,,147.0,24.68
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,80.05,POIN,2018,,,17.0,28.08
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,78.22,POIN,2018,,,54.0,40.64
235,32,JAWA BARAT,3271,KOTA BOGOR,81.86,POIN,2018,,,65.0,24.31
236,32,JAWA BARAT,3272,KOTA SUKABUMI,80.17,POIN,2018,,,15.0,23.17
237,32,JAWA BARAT,3273,KOTA BANDUNG,83.08,POIN,2018,,,648.0,33.86
238,32,JAWA BARAT,3274,KOTA CIREBON,79.98,POIN,2018,,,37.0,34.61
239,32,JAWA BARAT,3275,KOTA BEKASI,84.25,POIN,2018,,,209.0,26.89
240,32,JAWA BARAT,3276,KOTA DEPOK,83.34,POIN,2018,,,76.0,27.33
241,32,JAWA BARAT,3277,KOTA CIMAHI,82.69,POIN,2018,,,31.0,30.82
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,79.54,POIN,2018,,,0.0,32.43
243,32,JAWA BARAT,3279,KOTA BANJAR,77.83,POIN,2018,,,0.0,38.6
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,78.48,POIN,2019,,123884.0,,32.94
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,78.05,POIN,2019,,26009.0,,28.97
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,76.78,POIN,2019,,22140.0,,40.24
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,82.15,POIN,2019,,31680.0,,28.69
248,32,JAWA BARAT,3205,KABUPATEN GARUT,78.8,POIN,2019,,20655.0,,37.41
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,75.71,POIN,2019,,29090.0,,37.13
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,79.34,POIN,2019,,2533.0,,39.2
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,82.08,POIN,2019,,11911.0,,42.23
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.72,POIN,2019,,33968.0,,45.4
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,76.88,POIN,2019,,10258.0,,34.53
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,80.45,POIN,2019,,12693.0,,26.82
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,79.03,POIN,2019,,44264.0,,39.78
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,80.2,POIN,2019,,8342.0,,29.17
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,78.15,POIN,2019,,5744.0,,44.49
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,79.97,POIN,2019,,11318.0,,27.25
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,82.4,POIN,2019,,20939.0,,25.07
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,80.28,POIN,2019,,15965.0,,30.99
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,78.65,POIN,2019,,1665.0,,47.3
262,32,JAWA BARAT,3271,KOTA BOGOR,82.17,POIN,2019,,9098.0,,31.55
263,32,JAWA BARAT,3272,KOTA SUKABUMI,80.4,POIN,2019,,3650.0,,25.84
264,32,JAWA BARAT,3273,KOTA BANDUNG,83.29,POIN,2019,,20079.0,,31.37
265,32,JAWA BARAT,3274,KOTA CIREBON,80.2,POIN,2019,,5575.0,,42.56
266,32,JAWA BARAT,3275,KOTA BEKASI,84.45,POIN,2019,,18762.0,,30.65
267,32,JAWA BARAT,3276,KOTA DEPOK,83.55,POIN,2019,,13712.0,,31.04
268,32,JAWA BARAT,3277,KOTA CIMAHI,82.91,POIN,2019,,6171.0,,31.29
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,79.89,POIN,2019,,10790.0,,20.88
270,32,JAWA BARAT,3279,KOTA BANJAR,78.14,POIN,2019,,2453.0,,31.63
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,78.72,POIN,2020,645.0,21322.0,,32.64
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,78.42,POIN,2020,9.0,8838.0,,31.04
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,77.12,POIN,2020,645.0,9069.0,,37.58
274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,82.35,POIN,2020,988.0,13728.0,,26.78
275,32,JAWA BARAT,3205,KABUPATEN GARUT,79.09,POIN,2020,116.0,9128.0,,35.42
276,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,76.11,POIN,2020,3480.0,9275.0,,34.2
277,32,JAWA BARAT,3207,KABUPATEN CIAMIS,79.74,POIN,2020,318.0,4810.0,,35.63
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,82.45,POIN,2020,774.0,4265.0,,36.18
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,79.98,POIN,2020,1720.0,15737.0,,33.96
280,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,77.34,POIN,2020,712.0,4549.0,,31.05
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,80.66,POIN,2020,167.0,5784.0,,31.45
282,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,79.43,POIN,2020,3884.0,5218.0,,36.97
283,32,JAWA BARAT,3213,KABUPATEN SUBANG,80.54,POIN,2020,2082.0,2977.0,,28.42
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,78.45,POIN,2020,14.0,2648.0,,33.06
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,80.23,POIN,2020,59.0,4647.0,,19.21
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,82.58,POIN,2020,130.0,6723.0,,28.83
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,80.52,POIN,2020,409.0,6130.0,,32.23
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,79.08,POIN,2020,8.0,161.0,,50.95
